id,url,version_oficial,cilindrada_cc,cilindrada,power_hp,torque_nm,carroceria,categoria,traccion_spec,transmision_spec,tipo_caja,combustible_spec,puertas,asientos,cilindros,autonomia_km,peso_kg
CL-AD-20560826,https://www.chileautos.cl/vehiculos/detalles/2020-citroën-berlingo-1-6-m-hdi-diesel-4x2-furgon-100-bvm-mt-5p/CL-AD-20560826,1.6 M HDI DIESEL 4X2 FURGON 100 BVM MT 5P,1600,1.6,92,230,"Furgón, 5 puertas, 2 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,2,4,,1292
CL-AD-20560210,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5-limited-awd-se-cvt-at-5p/CL-AD-20560210,2.5 LIMITED AWD SE CVT AT 5P,2498,2.5,175,235,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática Cvt,Bencina,5,5,4,822,1598
CL-AD-20556818,https://www.chileautos.cl/vehiculos/detalles/2022-chery-tiggo-8-pro-1-6-tgdi-glx-4x2-dct-at-5p/CL-AD-20556818,1.6 TGDI GLX 4X2 DCT AT 5P,1598,1.6,183,275,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Bencina,5,7,4,800,1587
CL-AD-20553013,https://www.chileautos.cl/vehiculos/detalles/2014-ssangyong-actyon-sports-2-0-diesel-4x2-ll-ac-mt-4p/CL-AD-20553013,2.0 DIESEL 4X2 LL AC MT 4P,1998,2.0,153,360,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,885,1873
CL-AD-20552708,https://www.chileautos.cl/vehiculos/detalles/2012-ford-f-150-5-0-xlt-4wd-sc-at-4p/CL-AD-20552708,5.0 XLT 4WD SC AT 4P,4949,5.0,360,514,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,6,8,993,2593
CL-AD-20549482,https://www.chileautos.cl/vehiculos/detalles/2013-honda-pilot-3-5-exl-4wd-at-5p/CL-AD-20549482,3.5 EXL 4WD AT 5P,3471,3.5,247,343,"SUV, 5 puertas, 8 asientos",SUV,4X4,Automática,Automática,Bencina,5,8,6,763,2036
CL-AD-20533472,https://www.chileautos.cl/vehiculos/detalles/2018-ssangyong-rexton-2-2-yrx201-diesel-4x2-at-5p/CL-AD-20533472,2.2 YRX201 DIESEL 4X2 AT 5P,2157,2.2,178,420,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Diesel,5,7,4,920,2850
CL-AD-20528680,https://www.chileautos.cl/vehiculos/detalles/2023-nissan-qashqai-1-3t-sense-2wd-mt-5p/CL-AD-20528680,1.3T SENSE 2WD MT 5P,1332,1.3,155,265,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,979,1935
CL-AD-20505125,https://www.chileautos.cl/vehiculos/detalles/2019-volkswagen-saveiro-1-6-trendline-4x2-mt-2p/CL-AD-20505125,1.6 TRENDLINE 4X2 MT 2P,1598,1.6,101,143,"Cabina Extendida, 2 puertas, 2 asientos",Cabina Extendida,4X2,Manual,Mecánico,Bencina,2,2,4,792,1035
CL-AD-20498651,https://www.chileautos.cl/vehiculos/detalles/2023-mitsubishi-l200-2-4-work-cr-diesel-dob-cab-4x2-mt-4p/CL-AD-20498651,2.4 WORK CR DIESEL DOB. CAB. 4X2 MT 4P,2442,2.4,152,380,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,787,2760
CL-AD-20481560,https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-5-gt-awd-i-stop-6at-5p/CL-AD-20481560,2.5 GT AWD I-STOP 6AT 5P,2488,2.5,185,250,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,771,1611
CL-AD-20477548,https://www.chileautos.cl/vehiculos/detalles/2020-ssangyong-rexton-2-2-yrx301-diesel-fl-4x2-mt-5p/CL-AD-20477548,2.2 YRX301 DIESEL FL 4X2 MT 5P,2157,2.2,178,400,"SUV, 5 puertas, 7 asientos",SUV,4X2,Manual,Mecánico,Diesel,5,7,4,936,2850
CL-AD-20473704,https://www.chileautos.cl/vehiculos/detalles/2019-audi-q5-2-0-45-tfsi-quattro-4x4-hs-at-5p/CL-AD-20473704,2.0 45 TFSI QUATTRO 4X4 HS AT 5P,2000,2.0,252,370,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,1042,1795
CL-AD-20469590,https://www.chileautos.cl/vehiculos/detalles/2023-maxus-t60-2-0-ancap-diesel-4x4-dob-cab-euro6-mt-4p/CL-AD-20469590,2.0 ANCAP DIESEL 4X4 DOB. CAB. EURO6 MT 4P,2000,2.0,163,400,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,,839,3000
CL-AD-20469576,https://www.chileautos.cl/vehiculos/detalles/2021-opel-combo-1-6-combo-td-diesel-4x2-mt-5p/CL-AD-20469576,1.6 COMBO TD DIESEL 4X2 MT 5P,1599,1.6,100,230,"Furgón, 5 puertas, 3 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,3,4,1140,1320
CL-AD-20462939,https://www.chileautos.cl/vehiculos/detalles/2016-ford-f-150-3-5-xlt-4x2-at-4p/CL-AD-20462939,3.5 XLT 4X2 AT 4P,3514,3.5,282,343,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X2,Automática,Automática,Bencina,4,6,6,766,2036
CL-AD-20461228,https://www.chileautos.cl/vehiculos/detalles/2020-renault-oroch-1-6-zen-4x2-dcab-6mt-4p/CL-AD-20461228,1.6 ZEN 4X2 DCAB 6MT 4P,1598,1.6,111,156,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Bencina,4,5,4,645,1342
CL-AD-20460949,https://www.chileautos.cl/vehiculos/detalles/2011-chevrolet-captiva-2-4-lt-full-awd-at6-5p/CL-AD-20460949,2.4 LT FULL AWD AT6 5P,2400,2.4,165,235,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,676,2452
CL-AD-20457561,https://www.chileautos.cl/vehiculos/detalles/2022-citroën-c4-1-5-bluehdi-130-s-s-eat8-feel/CL-AD-20457561,1.5 BlueHDI 130 s&s Eat8 Feel,,,0,,Hatchback,Hatchback,,Automática,,Diesel,,,,,
CL-AD-20457066,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-208-1-2-active-puretech-4x2-mt-5p/CL-AD-20457066,1.2 ACTIVE PURETECH 4X2 MT 5P,1199,1.2,82,118,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,Mecánico,Bencina,5,5,3,1110,975
CL-AD-20453930,https://www.chileautos.cl/vehiculos/detalles/2011-volvo-s60-2-0-t-comfort-4x2-at-4p/CL-AD-20453930,2.0 T COMFORT 4X2 AT 4P,1999,2.0,203,300,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,1033,1711
CL-AD-20430452,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-5008-1-5-allure-bluehdi-diesel-4x2-130-eat6-5p/CL-AD-20430452,1.5 ALLURE BLUEHDI DIESEL 4X2 130 EAT6 5P,1499,1.5,130,300,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Diesel,5,7,4,1177,1380
CL-AD-20425277,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-x6-3-0-x-drive-35i-full-4wd-at-5p/CL-AD-20425277,3.0 X-DRIVE 35I FULL 4WD AT 5P,2979,3.0,302,400,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,1003,2025
CL-AD-20422743,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-np300-2-3-se-diesel-4wd-dob-cab-mt-4p/CL-AD-20422743,2.3 SE DIESEL 4WD DOB. CAB. MT 4P,2300,2.3,158,403,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,,1216,2910
CL-AD-20420343,https://www.chileautos.cl/vehiculos/detalles/2019-ford-edge-2-0-se-ecoboost-fwd-at-5p/CL-AD-20420343,2.0 SE ECOBOOST FWD AT 5P,2000,2.0,245,373,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,707,1774
CL-AD-20419403,https://www.chileautos.cl/vehiculos/detalles/2016-volvo-s60-d2-2-0/CL-AD-20419403,D2 2.0,,,0,,Sedán,Sedán,,Automática,,Diesel,,,,,
CL-AD-20414228,https://www.chileautos.cl/vehiculos/detalles/2015-chevrolet-tracker-1-8-ls-fwd-euro5-mt-5p/CL-AD-20414228,1.8 LS FWD EURO5 MT 5P,1800,1.8,140,178,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,689,1324
CL-AD-20411096,https://www.chileautos.cl/vehiculos/detalles/2012-kia-sportage-2-0-lx-4x2-ac-dab-abs-at-5p/CL-AD-20411096,2.0 LX 4X2 AC DAB ABS AT 5P,1975,2.0,142,182,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,661,1544
CL-AD-20403717,https://www.chileautos.cl/vehiculos/detalles/2017-mitsubishi-l200-2-4-work-cr-dob-cab-diesel-4x2-mt-4p/CL-AD-20403717,2.4 WORK CR DOB. CAB. DIESEL 4X2 MT 4P,2442,2.4,152,380,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,1012,2760
CL-AD-20392499,https://www.chileautos.cl/vehiculos/detalles/2014-kia-cerato-1-6-ex-4x2-euro5-ac-dab-mt-4p/CL-AD-20392499,1.6 EX 4X2 EURO5 AC DAB MT 4P,1591,1.6,122,156,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Manual,Mecánico,Bencina,4,5,4,822,1160
CL-AD-20384098,https://www.chileautos.cl/vehiculos/detalles/2016-jeep-grand-cherokee-3-6-laredo-spring-4x2-at-5p/CL-AD-20384098,3.6 LAREDO SPRING 4X2 AT 5P,3604,3.6,286,347,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,6,795,2949
CL-AD-20373533,https://www.chileautos.cl/vehiculos/detalles/2018-jeep-renegade-1-8-sport-lx-4x2-at-5p/CL-AD-20373533,1.8 SPORT LX 4X2 AT 5P,1747,1.8,132,185,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,640,1372
CL-AD-20373018,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-s60-2-0-t5-r-design-plus-4x2-at-4p/CL-AD-20373018,2.0 T5 R-DESIGN PLUS 4X2 AT 4P,2000,2.0,242,350,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,731,1616
CL-AD-20365887,https://www.chileautos.cl/vehiculos/detalles/2016-jaguar-xe-2-0-pure-4x2-at-4p/CL-AD-20365887,2.0 PURE 4X2 AT 4P,1999,2.0,300,400,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,,,1620
CL-AD-20357258,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-colorado-2-8-ctdi-4x4-lt-mt-4p/CL-AD-20357258,2.8 CTDI 4X4 LT MT 4P,2776,2.8,200,440,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,4,866,2131
CL-AD-20356713,https://www.chileautos.cl/vehiculos/detalles/2022-opel-mokka-1-2-elegance-4x2-mt6-5p/CL-AD-20356713,1.2 ELEGANCE 4X2 MT6 5P,1200,1.2,130,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,,876,1715
